,sha,message,html_url,repository_id,repository_full_name,repository_private,repository_fork
0,09b832b1f8fb530b40e6e3657253f6e65fed4199,"common/rust: vendor test-case 1.2//Summary:/Fixes an annoying lint warning://```/error: unneeded unit expression/   --> interpreter/src/pattern.rs:692:5/    |/692 |     #[test_case(PhantomData::< TargetPattern >; ""parsing TargetPattern"")]/    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^/    |/    = note: `-D clippy::unused-unit` implied by `-D warnings`/    = help: for further information visit https://rust-lang.github.io/rust-clippy/master/index.html#unused_unit/    = note: this error originates in the attribute macro `test_case` (in Nightly builds, run with -Z macro-backtrace for more info)/```//Reviewed By: ndmitchell//Differential Revision: D31108216//fbshipit-source-id: ab298b965a0b19643cfbdb16565c76a60ab25876",https://github.com/facebook/hhvm/commit/09b832b1f8fb530b40e6e3657253f6e65fed4199,455600,facebook/hhvm,False,False
1,9b883e2f19e8b81da2aa1053b3bb52df5f8eb7af,"interpreter: Factor out immediate decoding, part 1//Summary:Ihe iopReturnWrapper pattern lets us factor imm decoding/out of the bytecode function bodies, by overloading/iopReturnWrapper on the iop function signature.//Rename iopReturnWrapper to iopWrapper.//Create iopWrapper overloads for opcodes taking a litstr/immedate, and many opcodes taking no immediates.//Reviewed By: swtaarrs//Differential Revision: D3126451//fb-gh-sync-id: 05f2fbc298a7c3068538246ab8cb2d2f910d9dc2/fbshipit-source-id: 05f2fbc298a7c3068538246ab8cb2d2f910d9dc2",https://github.com/facebook/hhvm/commit/9b883e2f19e8b81da2aa1053b3bb52df5f8eb7af,455600,facebook/hhvm,False,False
2,255b10366675b25f51bb7251372e4009c55d8d42,"Improve memo key generation//Summary:/Make some improvements to how we generate memoization keys. The/previous scheme would use various optimized patterns depending on the/parameter's associated type-hint. Not all of these patterns could be implemented/in bytecode, so GetMemoKeyL had different semantics depending on the/type-hint. However, this meant that HHBBC, the JIT, and the interpreter had to/be all kept in sync. Instead, have HHBBC be solely responsible for implementing/specialized memo key patterns. HHBBC will lower the GetMemoKeyL opcode to the/specified generation scheme if possible. Therefore, if GetMemoKeyL remains, the/JIT and the interpreter can simply treat it using the generic scheme (rather/than peeking at the type-hints and interpreting it differently).//To enable this lowering in all the necessary ways, introduce two new/bytecodes. The first, Select, represents a simple ternary operator, and is used/for lowering where we want to decide between two values based on some/predicate. The second, DblAsBits, is used to reinterpret a double value as an/integer (with the same bit-pattern).//As a side-effect of this, the bug where a deprecated memoized function would/crash in HHBBC (when DisallowDynamicVarEnvCalls is disabled) is now fixed.//Finally, even for the generic GetMemoKeyL opcode, if the JIT knows the input/type, call the appropriate serialization function directly, rather than calling/a generic helper which checks the type and then dispatches.//Reviewed By: markw65//Differential Revision: D8302966//fbshipit-source-id: c45dec0fdf3f0b39b532f906f786bf308a582b93",https://github.com/facebook/hhvm/commit/255b10366675b25f51bb7251372e4009c55d8d42,455600,facebook/hhvm,False,False
3,8575f79d6438a247c168aff160224c07ef8d7305,"Translate FPushClsMethod//This adds new IR opcodes to lookup class methods from the TC/instead of interpreting.  LookupClsMethod basically does the same/thing as the interpreter; LookupClsMethodStatic is optimized for the/case where the call is in a static function.//Additionally, when the class input comes from a LdCtx we can get the/method slot at jit time and burn that into the TC.  This case is/pretty common since ""LateBoundCls; FPushClsMethod"" is a common/pattern.//Reviewed By: @jdelong//Differential Revision: D1035577",https://github.com/facebook/hhvm/commit/8575f79d6438a247c168aff160224c07ef8d7305,455600,facebook/hhvm,False,False
4,786b32d9c14aa5ae808777e61065763f8564aad2,"Fall back to interp from the IR.//Introduce a runtime option to allow falling back to the/interpreter, rather than to tx64. Once this is faster, we know we're/ready to ditch tx64.//Cleanups along the way://  - Start macro-izing the runtime options. For tractability, I only did/    the Eval* runtime options, but the same pattern should work for other/    parts of the hdf namespace.//  - const SrcKey& -> SrcKey in a lot of places.//  - slightly iron out the handshaking between translate and/    translateTracelet.",https://github.com/facebook/hhvm/commit/786b32d9c14aa5ae808777e61065763f8564aad2,455600,facebook/hhvm,False,False
5,d93ec3adb37a28753fa5a7a322d77b1b66b1b2a7,"Remove broken support for `$x::foo<T>()` reified generics//Summary:/This pattern is the last place that uses ReifiedName opcode, but/FCallClsMethod's JIT implementation never had any support for reified generics,/resulting in inconsistent behavior between interpreter and JIT.//The newly added test demonstrates that. It would previously print ""hi"" in the/interpreter mode, but throw an exception in JIT mode.//Let's remove its support altogether as it can't be possibly used. Note that the/calls to non-reified method would work fine, so let's just do that.//This diff makes it possible to nuke support for reified names, which allows/merging FCall*RD opcodes into FCall*Ds and their simplification and/generalization, which allows adding support to the FCallClsMethod opcode, which/allows reintroducing actually working support for `$x::foo<T>()`.//Another level of sadness here is inconsistency of stacktraces between/interpreter and JIT. One throws the exception at the callee, while another at/the caller, so I had to use try/catch in the test to produce a consistent/behavior. This is also something that will be fixed once reified generics are/generalized.//Reviewed By: oulgen//Differential Revision: D17181910//fbshipit-source-id: a0b81675e9921c78b2ea49b96eecde59d98e92c9",https://github.com/facebook/hhvm/commit/d93ec3adb37a28753fa5a7a322d77b1b66b1b2a7,455600,facebook/hhvm,False,False
0,598c99b4f3bf77405bc0411b9b2c7ea2fd943fc6,Speed up loops//Converted all of the `for...of` loops to traditional `for` loops. This/should avoid costly iterator patterns in code generators and make them/run faster.,https://github.com/facebook/hyperion/commit/598c99b4f3bf77405bc0411b9b2c7ea2fd943fc6,384374915,facebook/hyperion,False,False
1,e41d90a002cc38c57195546e52926a5be07ec0ab,"Use instruction sources small buffer optimization//Summary:/Redex instructions use a small buffer optimization to store their parameters./We should avoid multiple patterns to use it the most effectively:/* We should avoid `srcs()[i]` and just use `src(i)` (this is also more idiomatic)/* We should avoid `srcs().size()` and use `srcs_size()` which is more optimized/* We should avoid `srcs_vec()` when we can and use `srcs()`/* We should avoid calling `instruction->srcs_size()` in a for condition, since that while be executed at each loop iteration. It's usually better to save the result in a local variable.//Reviewed By: sinancepel//Differential Revision: D43340215//fbshipit-source-id: 9c9147c47479b136d197c5fc659d5f0f22976a48",https://github.com/facebook/mariana-trench/commit/e41d90a002cc38c57195546e52926a5be07ec0ab,317710554,facebook/mariana-trench,False,False
2,798c9e8217baa29573e9b6c44991fd20ab241091,"Collection matchers (#350)//Summary:/**What:**//Add Collection matchers, as requested in https://github.com/facebook/TestSlide/issues/346//- ``AnyContaining(element)``: A container that contains ``element``/- ``AnyContainingAll(element_list)``: A container that contains every element of ``element_list``/- ``AnyIterable()``: Any iterable/- ``IterableWithElements(element_list)``: an iterable containing all the elements in ``element_list`` in the same order""/- ``AnyNotEmpty()``: An object where ``len()`` does not evaluate to zero""/- ``AnyEmpty()``: An object where ``len()`` evaluates to zero""//**Why:**//Currently, the official matchers support Lists and Dicts, but not much in the way of abstract collections.  This PR enables patterns like://```/actual = deque([1, 2, 3], maxlen=100)/self.assertEqual(actual, IterableWithElements([1, 2, 3]))/```//**How:**//I added these matchers to matchers.py alongside their List/Dict counterparts.  I added unittests to matchers_unittest.py. Finally, I added documentation in patching/argument_matchers/.//**Risks:**//No risk of breaking existing code, since these are largely standalone, however there are some edge cases for these matchers that may or may not be intuitive to the user.//- `AnyEmpty`/`AnyNotEmpty` rely on `len()`, so they will throw on `AnyEmpty() == iter([1, 2, 3])`, for example./- `AnyContaining()`/`AnyContainingAll()` rely on `in`, so will try to match anything that implements `__contains__`/    - They may also exhaust iterators leading to unexpected results.//**Checklist**://<!--/Have you done all of these things?/To check an item, place an ""x"" in the box like so: ""- [x] Tests""/Add ""N/A"" to the end of each line that's irrelevant to your changes/-->//- [x] Added tests, if you've added code that should be tested/- [x] Updated the documentation, if you've changed APIs/- [x] Ensured the test suite passes/- [x] Made sure your code lints/- [x] Completed the Contributor License Agreement (""CLA"")//Pull Request resolved: https://github.com/facebook/TestSlide/pull/350//Reviewed By: bpjatfb//Differential Revision: D44458038//Pulled By: deathowl//fbshipit-source-id: 9951b226fd354090d54b982a290831c524e2a2c6",https://github.com/facebook/TestSlide/commit/798c9e8217baa29573e9b6c44991fd20ab241091,143481189,facebook/TestSlide,False,False
3,d747a7aa772237b891d9f7426b7e3ef07f61c756,[unnecessary copy] Refactor some common patterns//Summary:/This diff introduced://* `try_eval` that returns an optional value only when it is satisfiable;/* `continue_fold` and `continue_fold_map` that iterates `ContinueProgram` disjuncts only.//Reviewed By: ezgicicek//Differential Revision: D39356000//fbshipit-source-id: 5723b822584ca5b1d2bf6805e6295acc696e9b3c,https://github.com/facebook/infer/commit/d747a7aa772237b891d9f7426b7e3ef07f61c756,29857799,facebook/infer,False,False
4,41ace35007f65783c76d762ec09aac5e325695ba,"React Native sync for revisions fccf3a9...3554c88//Summary:/This sync includes the following changes:/- **[3554c8852](https://github.com/facebook/react/commit/3554c8852 )**: Clean interface for public instances between React and React Native ([#26416](https://github.com/facebook/react/pull/26416)) //<Rubén Norte>///- **[db281b3d9](https://github.com/facebook/react/commit/db281b3d9 )**: Feature: Suspend commit without blocking render ([#26398](https://github.com/facebook/react/pull/26398)) //<Andrew Clark>///- **[55308554e](https://github.com/facebook/react/commit/55308554e )**: [www] enable enableFilterEmptyStringAttributesDOM flag ([#26410](https://github.com/facebook/react/pull/26410)) //<Jan Kassens>///- **[163d86e19](https://github.com/facebook/react/commit/163d86e19 )**: Updated comment message ([#26158](https://github.com/facebook/react/pull/26158)) //<Ibrahim Amin>///- **[108aed083](https://github.com/facebook/react/commit/108aed083 )**: Fix use of stale props in Fabric events ([#26408](https://github.com/facebook/react/pull/26408)) //<Rubén Norte>///- **[8fa41ffa2](https://github.com/facebook/react/commit/8fa41ffa2 )**: Don't ""fix up"" mismatched text content with suppressedHydrationWarning ([#26391](https://github.com/facebook/react/pull/26391)) //<Sebastian Markbåge>///- **[05777ffb0](https://github.com/facebook/react/commit/05777ffb0 )**: Setting transition pending flag shouldn't be part of a surrounding transition ([#26243](https://github.com/facebook/react/pull/26243)) //<Sophie Alpert>///- **[99aa082be](https://github.com/facebook/react/commit/99aa082be )**: Remove unstable_flushControlled ([#26397](https://github.com/facebook/react/pull/26397)) //<Jan Kassens>///- **[47cf4e578](https://github.com/facebook/react/commit/47cf4e578 )**: Restore some guards in ReactFabricGlobalResponderHandler after refactor ([#26394](https://github.com/facebook/react/pull/26394)) //<Rubén Norte>///- **[cfc1274e3](https://github.com/facebook/react/commit/cfc1274e3 )**: Disable IE innerHTML workaround behind a flag ([#26390](https://github.com/facebook/react/pull/26390)) //<Sebastian Markbåge>///- **[a57f40d83](https://github.com/facebook/react/commit/a57f40d83 )**: Undo dependency injection of batching ([#26389](https://github.com/facebook/react/pull/26389)) //<Sebastian Markbåge>///- **[d310d654a](https://github.com/facebook/react/commit/d310d654a )**: Avoid meta programming to initialize functions in module scope  ([#26388](https://github.com/facebook/react/pull/26388)) //<Sebastian Markbåge>///- **[21aee59e4](https://github.com/facebook/react/commit/21aee59e4 )**: Delete unused DOM files ([#26387](https://github.com/facebook/react/pull/26387)) //<Sebastian Markbåge>///- **[6bd53a5bd](https://github.com/facebook/react/commit/6bd53a5bd )**: Remove FeatureFlags fork for `react-dom/unstable_testing` ([#26383](https://github.com/facebook/react/pull/26383)) //<Sebastian Markbåge>///- **[2788d0d8d](https://github.com/facebook/react/commit/2788d0d8d )**: Allow empty string to be passed to formAction ([#26379](https://github.com/facebook/react/pull/26379)) //<Sebastian Markbåge>///- **[f828bad38](https://github.com/facebook/react/commit/f828bad38 )**: Extracted definition and access to public instances to a separate module in Fabric ([#26321](https://github.com/facebook/react/pull/26321)) //<Rubén Norte>///- **[131768166](https://github.com/facebook/react/commit/131768166 )**: Support Context as renderable node ([#25641](https://github.com/facebook/react/pull/25641)) //<Andrew Clark>///- **[d4f58c3b8](https://github.com/facebook/react/commit/d4f58c3b8 )**: Support Promise as a renderable node  ([#25634](https://github.com/facebook/react/pull/25634)) //<Andrew Clark>///- **[633461486](https://github.com/facebook/react/commit/633461486 )**: Add disableLegacyContext test gates where needed ([#26371](https://github.com/facebook/react/pull/26371)) //<Andrew Clark>///- **[432ffc9d0](https://github.com/facebook/react/commit/432ffc9d0 )**: Convert more Scheduler.unstable_flushAll in tests to new test utils ([#26369](https://github.com/facebook/react/pull/26369)) //<Tianyu Yao>///- **[69fd78fe3](https://github.com/facebook/react/commit/69fd78fe3 )**: Update Float tests to check for specific errors ([#26367](https://github.com/facebook/react/pull/26367)) //<Andrew Clark>///- **[93c10dfa6](https://github.com/facebook/react/commit/93c10dfa6 )**: flushSync: Exhaust queue even if something throws ([#26366](https://github.com/facebook/react/pull/26366)) //<Andrew Clark>///- **[be353d251](https://github.com/facebook/react/commit/be353d251 )**: [Flight Reply] Add undefined and Iterable Support ([#26365](https://github.com/facebook/react/pull/26365)) //<Sebastian Markbåge>///- **[ef8bdbecb](https://github.com/facebook/react/commit/ef8bdbecb )**: [Flight Reply] Add Reply Encoding ([#26360](https://github.com/facebook/react/pull/26360)) //<Sebastian Markbåge>///- **[a8875eab7](https://github.com/facebook/react/commit/a8875eab7 )**: Update more tests to not rely on sync queuing ([#26358](https://github.com/facebook/react/pull/26358)) //<Andrew Clark>///- **[d1ad984db](https://github.com/facebook/react/commit/d1ad984db )**: [Flight] Add support for returning `undefined` from render ([#26349](https://github.com/facebook/react/pull/26349)) //<Sebastian Silbermann>///- **[39d4b9365](https://github.com/facebook/react/commit/39d4b9365 )**: [Internal tests] Close MessageChannel port to prevent leak ([#26357](https://github.com/facebook/react/pull/26357)) //<Andrew Clark>///- **[3706edb81](https://github.com/facebook/react/commit/3706edb81 )**: [Float][Fizz]: Don't preload nomodule scripts ([#26353](https://github.com/facebook/react/pull/26353)) //<Josh Story>///- **[2b003a5cc](https://github.com/facebook/react/commit/2b003a5cc )**: Split out ServerReferenceMetadata into Id and Bound Arguments ([#26351](https://github.com/facebook/react/pull/26351)) //<Sebastian Markbåge>///- **[62cd5af08](https://github.com/facebook/react/commit/62cd5af08 )**: Codemod redundant async act scopes ([#26350](https://github.com/facebook/react/pull/26350)) //<Andrew Clark>///- **[037378202](https://github.com/facebook/react/commit/037378202 )**: Internal `act`: Call scope function after an async gap ([#26347](https://github.com/facebook/react/pull/26347)) //<Andrew Clark>///- **[d8e49f2af](https://github.com/facebook/react/commit/d8e49f2af )**: Use setTimeout to schedule work on the server in Edge environments ([#26348](https://github.com/facebook/react/pull/26348)) //<Sebastian Markbåge>///- **[83643778b](https://github.com/facebook/react/commit/83643778b )**: Internal test helpers: Use Node's MessageChannel to queue task ([#26345](https://github.com/facebook/react/pull/26345)) //<Andrew Clark>///- **[44d380794](https://github.com/facebook/react/commit/44d380794 )**: Move internalAct to internal-test-utils package ([#26344](https://github.com/facebook/react/pull/26344)) //<Andrew Clark>///- **[d81447304](https://github.com/facebook/react/commit/d81447304 )**: [Internal API only] Delete non-awaited form of act ([#26339](https://github.com/facebook/react/pull/26339)) //<Andrew Clark>///- **[702fc984e](https://github.com/facebook/react/commit/702fc984e )**: Codemod act -> await act (4/?) ([#26338](https://github.com/facebook/react/pull/26338)) //<Andrew Clark>///- **[9fb2469a6](https://github.com/facebook/react/commit/9fb2469a6 )**: Restore definition of NativeMethods as an object for React Native ([#26341](https://github.com/facebook/react/pull/26341)) //<Rubén Norte>///- **[161f6ae42](https://github.com/facebook/react/commit/161f6ae42 )**: Codemod act -> await act (3/?) ([#26336](https://github.com/facebook/react/pull/26336)) //<Andrew Clark>///- **[58605f798](https://github.com/facebook/react/commit/58605f798 )**: Codemod act -> await act (2/?) ([#26335](https://github.com/facebook/react/pull/26335)) //<Andrew Clark>///- **[703c67560](https://github.com/facebook/react/commit/703c67560 )**: Codemod act -> await act (1/?) ([#26334](https://github.com/facebook/react/pull/26334)) //<Andrew Clark>///- **[b380c2485](https://github.com/facebook/react/commit/b380c2485 )**: Convert class equivlance tests to flushSync ([#26333](https://github.com/facebook/react/pull/26333)) //<Andrew Clark>///- **[8f812e75d](https://github.com/facebook/react/commit/8f812e75d )**: Refactor ReactFabricHostComponent ([#26323](https://github.com/facebook/react/pull/26323)) //<Rubén Norte>///- **[978fae4b4](https://github.com/facebook/react/commit/978fae4b4 )**: [Float][Fiber] implement a faster hydration match for hoistable elements ([#26154](https://github.com/facebook/react/pull/26154)) //<Josh Story>///- **[8a9f82ed5](https://github.com/facebook/react/commit/8a9f82ed5 )**: [Float][Fizz][Fiber] - Do not hoist elements with `itemProp` & hydrate more tolerantly in hoist contexts ([#26256](https://github.com/facebook/react/pull/26256)) //<Josh Story>///- **[3cad3a54e](https://github.com/facebook/react/commit/3cad3a54e )**: Use content hash for facebook-www builds ([#26331](https://github.com/facebook/react/pull/26331)) //<Jan Kassens>///- **[ba353a50a](https://github.com/facebook/react/commit/ba353a50a )**: Build: make version in build artifacts match ([#26329](https://github.com/facebook/react/pull/26329)) //<Jan Kassens>///- **[6e1756a5a](https://github.com/facebook/react/commit/6e1756a5a )**: Move suspended render logic to ensureRootIsScheduled ([#26328](https://github.com/facebook/react/pull/26328)) //<Andrew Clark>///- **[1528c5ccd](https://github.com/facebook/react/commit/1528c5ccd )**: SchedulerMock.unstable_yieldValue -> SchedulerMock.log ([#26312](https://github.com/facebook/react/pull/26312)) //<Andrew Clark>///- **[4bbac04cd](https://github.com/facebook/react/commit/4bbac04cd )**: Upgrade Flow to 0.201 ([#26326](https://github.com/facebook/react/pull/26326)) //<Jan Kassens>///- **[eb616a12f](https://github.com/facebook/react/commit/eb616a12f )**: Extract duplicated methods in Fabric and the legacy renderer to a shared module ([#26319](https://github.com/facebook/react/pull/26319)) //<Rubén Norte>///- **[49f741046](https://github.com/facebook/react/commit/49f741046 )**: Fix: Infinite act loop caused by wrong shouldYield ([#26317](https://github.com/facebook/react/pull/26317)) //<Andrew Clark>///- **[106ea1c58](https://github.com/facebook/react/commit/106ea1c58 )**: Support Iterables in Flight ([#26313](https://github.com/facebook/react/pull/26313)) //<Sebastian Markbåge>///- **[f905da227](https://github.com/facebook/react/commit/f905da227 )**: [Flight] Send server reference error chunks to the client ([#26293](https://github.com/facebook/react/pull/26293)) //<Hendrik Liebau>///- **[e0241b660](https://github.com/facebook/react/commit/e0241b660 )**: Simplify Webpack References by encoding file path + export name as single id ([#26300](https://github.com/facebook/react/pull/26300)) //<Sebastian Markbåge>///- **[25685d8a9](https://github.com/facebook/react/commit/25685d8a9 )**: Codemod tests to waitFor pattern (9/?) ([#26309](https://github.com/facebook/react/pull/26309)) //<Andrew Clark>///- **[64dde7082](https://github.com/facebook/react/commit/64dde7082 )**: Codemod tests to waitFor pattern (8/?) ([#26308](https://github.com/facebook/react/pull/26308)) //<Andrew Clark>///- **[3cb5afb82](https://github.com/facebook/react/commit/3cb5afb82 )**: Codemod tests to waitFor pattern (7/?) ([#26307](https://github.com/facebook/react/pull/26307)) //<Andrew Clark>///- **[e98695db9](https://github.com/facebook/react/commit/e98695db9 )**: Codemod tests to waitFor pattern (6/?) ([#26305](https://github.com/facebook/react/pull/26305)) //<Andrew Clark>///- **[9a52cc8bc](https://github.com/facebook/react/commit/9a52cc8bc )**: Convert ReactLazy-test to waitFor pattern ([#26304](https://github.com/facebook/react/pull/26304)) //<Andrew Clark>///- **[03462cfc7](https://github.com/facebook/react/commit/03462cfc7 )**: [Fizz] External runtime: fix bug in processing existing elements ([#26303](https://github.com/facebook/react/pull/26303)) //<mofeiZ>///- **[faacefb4d](https://github.com/facebook/react/commit/faacefb4d )**: Codemod tests to waitFor pattern (4/?) ([#26302](https://github.com/facebook/react/pull/26302)) //<Andrew Clark>///- **[06460b6fb](https://github.com/facebook/react/commit/06460b6fb )**: Remove unnecessary (and incorrect) code for compatibility with Paper in the Fabric version of GlobalResponderHandler ([#26290](https://github.com/facebook/react/pull/26290)) //<Rubén Norte>///- **[ce8a72fd4](https://github.com/facebook/react/commit/ce8a72fd4 )**: Codemod tests to waitFor pattern (2/?) ([#26296](https://github.com/facebook/react/pull/26296)) //<Andrew Clark>///- **[1f1f8eb55](https://github.com/facebook/react/commit/1f1f8eb55 )**: [Float][Fizz][Fiber]: Refactor <style> Resource implementation to group on flush ([#26280](https://github.com/facebook/react/pull/26280)) //<Josh Story>///- **[5c633a48f](https://github.com/facebook/react/commit/5c633a48f )**: Add back accidentally deleted test comments ([#26294](https://github.com/facebook/react/pull/26294)) //<Andrew Clark>///- **[b72ed698f](https://github.com/facebook/react/commit/b72ed698f )**: Fixed incorrect value returned as public instance from reconciler ([#26283](https://github.com/facebook/react/pull/26283)) //<Rubén Norte>///- **[25a8b9735](https://github.com/facebook/react/commit/25a8b9735 )**: Codemod tests to waitFor pattern (1/?) ([#26288](https://github.com/facebook/react/pull/26288)) //<Andrew Clark>///- **[e52446733](https://github.com/facebook/react/commit/e52446733 )**: New internal testing helpers: waitFor, waitForAll, waitForPaint ([#26285](https://github.com/facebook/react/pull/26285)) //<Andrew Clark>///- **[d49e0e0be](https://github.com/facebook/react/commit/d49e0e0be )**: Removed unused imperative events implementation from React Native renderer ([#26282](https://github.com/facebook/react/pull/26282)) //<Rubén Norte>///- **[41110021f](https://github.com/facebook/react/commit/41110021f )**: Fix: Selective hydration causing incorrect thenable type passed to DevTools ([#26275](https://github.com/facebook/react/pull/26275)) //<Andrew Clark>///- **[67a61d5bd](https://github.com/facebook/react/commit/67a61d5bd )**: [Flight Fixture] Show SSR Support with CSS ([#26263](https://github.com/facebook/react/pull/26263)) //<Sebastian Markbåge>///- **[40755c01a](https://github.com/facebook/react/commit/40755c01a )**: [Flight Fixture] Proxy requests through the global server instead of directly ([#26257](https://github.com/facebook/react/pull/26257)) //<Sebastian Markbåge>///- **[b2ae9ddb3](https://github.com/facebook/react/commit/b2ae9ddb3 )**: Cleanup enableSyncDefaultUpdate flag ([#26236](https://github.com/facebook/react/pull/26236)) //<Jan Kassens>///- **[6ff1733e6](https://github.com/facebook/react/commit/6ff1733e6 )**: [Float][Fizz][Fiber] support type for ReactDOM.preload() options ([#26239](https://github.com/facebook/react/pull/26239)) //<Josh Story>///- **[1173a17e6](https://github.com/facebook/react/commit/1173a17e6 )**: [Float][Fizz][Fiber] implement preconnect and prefetchDNS float methods ([#26237](https://github.com/facebook/react/pull/26237)) //<Josh Story>///- **[a8f971b7a](https://github.com/facebook/react/commit/a8f971b7a )**: Switch to mount dispatcher after use() when needed ([#26232](https://github.com/facebook/react/pull/26232)) //<Sophie Alpert>///- **[96cdeaf89](https://github.com/facebook/react/commit/96cdeaf89 )**: [Fizz Node] Fix null bytes written at text chunk boundaries ([#26228](https://github.com/facebook/react/pull/26228)) //<Sophie Alpert>///- **[c04b18070](https://github.com/facebook/react/commit/c04b18070 )**: Remove eventTime field from class Update type ([#26219](https://github.com/facebook/react/pull/26219)) //<Andrew Clark>///- **[60144a04d](https://github.com/facebook/react/commit/60144a04d )**: Split out Edge and Node implementations of the Flight Client ([#26187](https://github.com/facebook/react/pull/26187)) //<Sebastian Markbåge>///- **[70b0bbda7](https://github.com/facebook/react/commit/70b0bbda7 )**: [fizz][external-runtime] Fix: process mutation records before disconnecting ([#26169](https://github.com/facebook/react/pull/26169)) //<mofeiZ>///- **[c7967b194](https://github.com/facebook/react/commit/c7967b194 )**: Distribute bundles more evenly into CI shards ([#26208](https://github.com/facebook/react/pull/26208)) //<Sebastian Silbermann>///- **[bb1e3d0e1](https://github.com/facebook/react/commit/bb1e3d0e1 )**: Fail yarn build if any bundle fails to build ([#26207](https://github.com/facebook/react/pull/26207)) //<Sebastian Silbermann>///- **[62e6c4612](https://github.com/facebook/react/commit/62e6c4612 )**: Move Mutation/Persistence fork inline into the functions ([#26206](https://github.com/facebook/react/pull/26206)) //<Sebastian Markbåge>///- **[80cf4a099](https://github.com/facebook/react/commit/80cf4a099 )**: Update Closure Compiler ([#26205](https://github.com/facebook/react/pull/26205)) //<Sebastian Markbåge>///- **[6b6d0617e](https://github.com/facebook/react/commit/6b6d0617e )**: Update Rollup and related plugins to their most recent versions ([#24916](https://github.com/facebook/react/pull/24916)) //<Glenn 'devalias' Grant>///- **[bc38a3dfa](https://github.com/facebook/react/commit/bc38a3dfa )**: Update rollup config to use moduleSideEffects ([#26199](https://github.com/facebook/react/pull/26199)) //<Ming Ye>///- **[c9d9f524d](https://github.com/facebook/react/commit/c9d9f524d )**: Make enableCustomElementPropertySupport a dynamic flag in www build ([#26194](https://github.com/facebook/react/pull/26194)) //<Andrew Clark>///- **[189f70e17](https://github.com/facebook/react/commit/189f70e17 )**: Create a bunch of custom webpack vs unbundled node bundles ([#26172](https://github.com/facebook/react/pull/26172)) //<Sebastian Markbåge>///- **[fbf3bc315](https://github.com/facebook/react/commit/fbf3bc315 )**: Add `scale` as a unitless property ([#25601](https://github.com/facebook/react/pull/25601)) //<Jonny Burger>////Changelog:/[General][Changed] - React Native sync for revisions fccf3a9...3554c88//jest_e2e[run_all_tests]/bypass-github-export-checks//Fixes tests for current React version.//Reviewed By: sammy-SC//Differential Revision: D44216371//fbshipit-source-id: a569c9aeaf2d96d150219e148f06dcde9ba6f7cd",https://github.com/facebook/relay/commit/41ace35007f65783c76d762ec09aac5e325695ba,40508605,facebook/relay,False,False
